user_id,age,occupation,gender
86668,29,college/grad student,F
38818,29,executive/managerial,M
114572,39,executive/managerial,M
276122,18,sales/marketing,M
211235,29,self-employed,M
149973,25,college/grad student,F
84519,34,self-employed,M
133557,32,college/grad student,M
102169,43,other or not specified,M
78636,26,other or not specified,M
117929,27,sales/marketing,M
37789,33,other or not specified,M
99274,33,other or not specified,M
137323,25,scientist,F
285227,34,sales/marketing,M
67531,77,executive/managerial,M
87504,30,executive/managerial,M
295111,27,other or not specified,M
116019,22,sales/marketing,M
27019,34,sales/marketing,M
54334,76,academic/educator,F
198283,18,self-employed,M
297122,31,executive/managerial,M
206735,25,scientist,F
101344,29,sales/marketing,M
19121,25,executive/managerial,M
159911,28,executive/managerial,M
20117,26,artist,M
174080,33,K-12 student,M
261263,26,college/grad student,M
288041,25,college/grad student,M
241650,28,executive/managerial,M
21665,30,college/grad student,M
42622,32,other or not specified,M
290242,36,lawyer,M
99218,30,college/grad student,M
99207,18,scientist,M
211223,70,retired,M
275121,29,self-employed,M
115627,32,executive/managerial,M
44219,31,college/grad student,M
162171,32,executive/managerial,M
6486,25,scientist,M
280773,26,sales/marketing,M
30545,53,academic/educator,F
253965,40,technician/engineer,M
209395,29,college/grad student,M
218111,30,scientist,F
39363,25,executive/managerial,F
80474,32,academic/educator,F
96580,30,sales/marketing,F
163049,26,sales/marketing,M
205326,25,executive/managerial,M
267596,11,homemaker,M
139292,29,clerical/admin,M
139716,33,academic/educator,M
209729,28,other or not specified,M
296064,27,college/grad student,M
70317,33,programmer,M
258604,26,college/grad student,M
37473,27,executive/managerial,M
119909,27,executive/managerial,M
54932,34,other or not specified,M
213410,28,scientist,M
37633,31,other or not specified,M
116523,31,sales/marketing,M
109833,27,technician/engineer,M
20255,33,college/grad student,M
71518,25,scientist,M
47238,32,self-employed,M
63055,34,sales/marketing,M
76395,33,clerical/admin,M
288005,28,sales/marketing,F
179136,27,self-employed,M
159759,29,sales/marketing,M
172584,29,scientist,M
292399,25,college/grad student,M
178507,28,college/grad student,M
275561,26,college/grad student,M
271048,28,self-employed,M
216341,34,executive/managerial,M
278088,44,self-employed,M
51107,34,scientist,M
22282,28,college/grad student,F
106825,21,scientist,M
271150,33,tradesman/craftsman,M
60973,69,academic/educator,M
228084,34,other or not specified,F
98148,28,college/grad student,M
28819,26,college/grad student,M
155874,30,scientist,M
21037,29,homemaker,M
13536,32,executive/managerial,M
109848,31,retired,F
282295,26,executive/managerial,F
23935,26,college/grad student,F
118561,36,sales/marketing,M
157522,31,self-employed,M
37799,29,scientist,M
23926,33,scientist,M
235120,32,college/grad student,M
208666,27,college/grad student,M
83870,25,executive/managerial,M
83544,31,college/grad student,F
24941,29,scientist,M
262046,29,college/grad student,M
216719,26,artist,M
51767,34,self-employed,M
119019,32,executive/managerial,M
285387,32,academic/educator,M
44998,18,K-12 student,M
111539,34,college/grad student,M
111020,29,college/grad student,M
40397,28,executive/managerial,F
250216,28,sales/marketing,M
225701,33,executive/managerial,M
192159,33,sales/marketing,M
162312,33,executive/managerial,M
86363,33,scientist,M
8966,38,writer,M
119486,27,clerical/admin,M
233377,25,homemaker,M
269593,33,scientist,M
14538,38,executive/managerial,M
18561,31,other or not specified,M
7721,28,college/grad student,M
73932,26,executive/managerial,M
73672,32,clerical/admin,M
117370,25,college/grad student,M
255941,28,scientist,M
194900,27,college/grad student,M
137053,31,college/grad student,M
143257,27,retired,M
300270,27,executive/managerial,M
173373,33,college/grad student,F
293037,29,other or not specified,M
258093,18,K-12 student,F
268434,26,college/grad student,M
191794,26,college/grad student,M
240579,29,other or not specified,F
121971,25,executive/managerial,M
235917,31,college/grad student,F
49221,33,sales/marketing,M
137221,30,executive/managerial,M
277454,25,sales/marketing,F
70320,33,sales/marketing,M
178413,27,executive/managerial,M
25219,26,scientist,M
261317,42,academic/educator,F
85365,29,executive/managerial,M
197944,30,self-employed,M
35571,28,self-employed,F
291856,30,college/grad student,M
155293,28,college/grad student,M
187698,31,sales/marketing,F
171850,30,college/grad student,M
173209,25,other or not specified,M
234869,28,executive/managerial,F
218491,29,clerical/admin,M
99273,34,sales/marketing,M
83047,33,self-employed,M
48297,34,college/grad student,M
234093,31,scientist,M
273036,58,retired,M
133322,26,scientist,M
36030,30,self-employed,F
187826,30,other or not specified,M
109991,25,college/grad student,M
127973,26,college/grad student,M
248778,26,sales/marketing,M
224575,30,college/grad student,M
103980,32,artist,F
172129,26,sales/marketing,M
26948,32,college/grad student,M
33247,61,retired,M
65658,79,doctor/health care,F
158683,28,college/grad student,M
142314,34,executive/managerial,M
114521,33,executive/managerial,M
33416,32,college/grad student,F
132713,27,customer service,M
103276,26,executive/managerial,M
285415,34,clerical/admin,F
63987,18,other or not specified,M
210116,27,executive/managerial,M
258344,34,college/grad student,M
122111,33,artist,M
54399,32,executive/managerial,M
244205,26,sales/marketing,M
41159,54,executive/managerial,M
126671,28,college/grad student,M
146983,33,executive/managerial,M
58780,32,executive/managerial,M
212117,27,executive/managerial,F
22410,32,technician/engineer,M
26177,33,executive/managerial,M
259442,28,academic/educator,F
254886,27,artist,M
82341,29,college/grad student,F
153516,29,sales/marketing,M
68545,33,sales/marketing,M
210690,27,college/grad student,M
292924,25,sales/marketing,M
6040,34,K-12 student,M
251419,17,K-12 student,F
201155,28,self-employed,F
264209,31,other or not specified,M
272167,34,self-employed,M
242710,32,other or not specified,M
98479,28,artist,F
154693,28,college/grad student,M
233828,25,college/grad student,F
225125,34,homemaker,F
200557,26,executive/managerial,M
60409,25,scientist,M
235331,30,scientist,M
185200,34,self-employed,M
276493,18,K-12 student,M
78103,18,K-12 student,M
293295,31,scientist,M
233570,32,sales/marketing,M
21375,21,college/grad student,M
52772,29,executive/managerial,M
240076,21,sales/marketing,M
154925,30,other or not specified,M
28708,28,self-employed,F
12120,34,artist,M
142504,29,college/grad student,F
132070,31,college/grad student,M
77204,32,artist,F
121019,29,executive/managerial,M
6966,22,sales/marketing,M
17929,26,college/grad student,M
267473,33,homemaker,F
207045,28,retired,F
94053,30,self-employed,M
249365,32,college/grad student,M
287456,27,sales/marketing,F
163112,33,executive/managerial,M
61072,25,sales/marketing,M
86371,25,college/grad student,F
29431,31,college/grad student,M
180243,25,writer,M
137434,33,college/grad student,M
296264,23,college/grad student,M
271778,26,other or not specified,M
283516,25,college/grad student,M
63731,27,executive/managerial,M
186398,31,self-employed,M
234665,38,academic/educator,M
213895,30,other or not specified,M
192264,23,college/grad student,M
159243,8,K-12 student,F
296169,32,sales/marketing,M
121316,31,executive/managerial,M
71370,33,college/grad student,M
114725,34,college/grad student,M
251751,29,executive/managerial,M
37888,25,self-employed,M
104545,28,executive/managerial,M
242411,30,scientist,F
112068,34,college/grad student,M
76877,25,sales/marketing,M
135794,31,scientist,F
69763,26,college/grad student,M
260852,31,executive/managerial,M
148202,26,college/grad student,M
62838,30,college/grad student,M
22742,22,sales/marketing,M
238373,32,executive/managerial,M
9160,29,sales/marketing,M
134931,26,executive/managerial,M
237508,33,executive/managerial,M
252241,25,executive/managerial,M
228266,24,sales/marketing,M
203816,25,college/grad student,F
88268,30,college/grad student,M
154860,31,college/grad student,M
300415,30,scientist,M
100705,38,other or not specified,M
84321,26,other or not specified,M
178166,26,sales/marketing,M
159177,34,clerical/admin,M
216352,32,college/grad student,M
205825,30,college/grad student,M
280125,29,executive/managerial,M
152555,34,executive/managerial,M
188012,25,college/grad student,M
62110,29,college/grad student,M
5678,25,college/grad student,M
106913,30,college/grad student,M
299730,29,self-employed,F
262501,32,other or not specified,M
21647,27,executive/managerial,M
57012,29,clerical/admin,F
152956,33,self-employed,M
174073,28,sales/marketing,M
209597,29,sales/marketing,M
214145,33,academic/educator,M
196823,29,academic/educator,M
40719,18,K-12 student,M
156670,32,college/grad student,F
178342,32,executive/managerial,M
6341,29,college/grad student,M
290507,30,scientist,M
202790,28,retired,F
193465,26,scientist,F
136224,30,scientist,M
124349,33,scientist,M
11912,29,academic/educator,M
289080,29,executive/managerial,M
267860,25,self-employed,M
40212,25,college/grad student,M
18236,33,college/grad student,M
215489,26,academic/educator,M
205540,29,other or not specified,M
159907,34,self-employed,F
15981,34,college/grad student,M
17731,26,self-employed,M
96208,33,self-employed,M
116716,34,executive/managerial,M
45146,8,homemaker,M
45373,27,college/grad student,M
91533,27,scientist,M
233813,34,scientist,M
295990,32,college/grad student,F
240173,33,executive/managerial,M
117835,30,college/grad student,M
223753,30,executive/managerial,M
247676,26,other or not specified,M
206996,29,college/grad student,M
89959,25,technician/engineer,M
245077,31,college/grad student,M
40913,26,college/grad student,M
245889,28,sales/marketing,M
164338,28,college/grad student,F
279705,25,tradesman/craftsman,M
28671,26,sales/marketing,M
236616,30,executive/managerial,M
70348,28,other or not specified,M
253735,32,sales/marketing,F
285494,32,retired,F
2453,27,college/grad student,M
120057,26,self-employed,M
120520,21,homemaker,M
37146,29,other or not specified,F
240440,33,artist,M
127792,34,executive/managerial,M
227240,40,executive/managerial,M
257966,34,executive/managerial,M
194427,31,college/grad student,M
95767,29,executive/managerial,M
37099,26,executive/managerial,M
155687,25,college/grad student,M
90854,12,K-12 student,F
22811,32,self-employed,M
285282,25,college/grad student,M
171742,30,scientist,M
240848,28,executive/managerial,M
246839,25,homemaker,M
150677,29,college/grad student,M
48504,47,executive/managerial,F
165531,31,sales/marketing,M
9576,33,scientist,M
10044,34,scientist,M
132735,31,scientist,M
291935,27,other or not specified,M
11689,27,self-employed,M
230411,10,homemaker,F
279751,28,executive/managerial,M
262080,28,college/grad student,M
213793,29,homemaker,M
157696,10,K-12 student,M
40159,35,other or not specified,M
65982,25,executive/managerial,F
85044,59,retired,M
68309,18,college/grad student,M
134860,18,sales/marketing,M
146452,26,college/grad student,M
19957,27,college/grad student,M
44655,75,retired,F
145855,30,academic/educator,F
133117,31,academic/educator,M
196578,27,other or not specified,F
272393,33,college/grad student,F
156747,32,scientist,M
58192,28,college/grad student,M
119115,32,self-employed,M
205713,29,executive/managerial,M
63538,26,unemployed,M
180932,28,college/grad student,F
23584,23,homemaker,M
288054,28,scientist,M
137916,38,doctor/health care,F
145482,34,executive/managerial,M
298587,34,executive/managerial,M
55404,28,college/grad student,M
261893,28,sales/marketing,M
8220,32,other or not specified,F
226633,27,college/grad student,F
144915,56,self-employed,F
235211,25,college/grad student,M
110424,19,college/grad student,M
100692,30,executive/managerial,M
182916,21,K-12 student,M
291998,18,K-12 student,M
144461,27,other or not specified,M
205995,32,executive/managerial,M
113711,25,executive/managerial,M
101413,29,academic/educator,M
174455,34,executive/managerial,M
100065,25,college/grad student,F
115939,20,self-employed,M
108928,31,self-employed,M
39963,31,executive/managerial,F
128445,25,college/grad student,M
196723,25,artist,M
249761,34,tradesman/craftsman,M
44173,33,self-employed,M
224195,34,sales/marketing,M
205308,25,sales/marketing,M
200617,33,executive/managerial,M
193670,33,self-employed,M
49345,32,self-employed,M
206737,25,lawyer,M
13855,27,technician/engineer,M
234209,34,college/grad student,M
78207,34,executive/managerial,M
250008,25,college/grad student,F
186586,31,executive/managerial,M
121140,25,executive/managerial,F
36627,37,college/grad student,M
243854,26,college/grad student,M
161024,34,executive/managerial,M
241767,33,scientist,M
25772,27,self-employed,M
182823,28,college/grad student,M
111642,32,academic/educator,F
238785,30,executive/managerial,M
212222,25,scientist,M
24838,26,college/grad student,F
280265,29,college/grad student,F
277144,32,scientist,M
3341,27,other or not specified,M
54759,28,executive/managerial,M
238317,21,sales/marketing,M
246244,33,executive/managerial,M
44859,55,academic/educator,M
98563,25,college/grad student,M
151605,33,scientist,M
119932,27,executive/managerial,M
91770,29,executive/managerial,M
78608,30,technician/engineer,M
268007,29,executive/managerial,M
153910,32,other or not specified,F
34689,34,other or not specified,F
256098,32,unemployed,M
67240,31,scientist,M
120618,51,other or not specified,M
161941,53,academic/educator,F
179472,28,technician/engineer,M
96552,20,sales/marketing,M
97254,34,other or not specified,F
295331,26,scientist,M
43426,18,K-12 student,M
47738,28,sales/marketing,M
282518,28,academic/educator,M
4522,34,other or not specified,M
239264,28,executive/managerial,M
10888,32,executive/managerial,M
259134,30,college/grad student,M
156279,31,technician/engineer,M
86021,38,executive/managerial,M
71243,32,doctor/health care,M
108718,27,college/grad student,F
137372,32,college/grad student,M
37137,27,executive/managerial,M
89350,28,college/grad student,M
265393,30,self-employed,M
159221,37,academic/educator,M
176552,32,K-12 student,M
175023,30,college/grad student,M
173219,31,homemaker,M
141680,27,executive/managerial,M
25713,28,other or not specified,M
146104,30,executive/managerial,M
36420,34,self-employed,F
205024,34,college/grad student,M
126002,33,college/grad student,M
40562,28,college/grad student,M
134619,32,academic/educator,M
125480,34,executive/managerial,F
200230,28,academic/educator,F
206070,32,executive/managerial,M
48724,28,college/grad student,M
49974,34,scientist,M
145908,32,executive/managerial,M
280699,26,executive/managerial,M
25405,32,sales/marketing,M
214402,29,K-12 student,M
161560,32,academic/educator,F
193414,26,tradesman/craftsman,M
113323,27,college/grad student,M
28000,30,college/grad student,M
146974,34,executive/managerial,M
58284,26,other or not specified,M
62187,34,executive/managerial,M
232273,27,other or not specified,M
3544,26,college/grad student,M
220422,27,other or not specified,M
177965,26,college/grad student,F
212736,26,scientist,M
104086,31,college/grad student,F
106234,32,college/grad student,M
184347,8,K-12 student,F
101088,21,scientist,M
54891,32,scientist,F
19242,28,artist,M
156450,25,scientist,M
88823,27,college/grad student,M
147645,28,college/grad student,M
299261,28,college/grad student,M
207021,28,college/grad student,M
114679,28,academic/educator,F
45477,32,executive/managerial,F
71928,22,sales/marketing,M
250009,31,artist,M
71307,33,scientist,M
191268,34,sales/marketing,M
141791,30,executive/managerial,M
82606,33,other or not specified,M
231146,33,executive/managerial,M
200830,30,college/grad student,M
251856,32,other or not specified,M
294925,32,academic/educator,M
150011,34,executive/managerial,M
257741,28,sales/marketing,M
93486,31,programmer,M
258782,29,self-employed,M
32110,32,college/grad student,M
291357,20,scientist,M
162059,25,K-12 student,M
58142,32,sales/marketing,M
106058,32,executive/managerial,M
123505,28,college/grad student,F
175984,27,technician/engineer,M
222259,40,executive/managerial,M
245468,34,programmer,M
25936,31,college/grad student,M
89571,29,college/grad student,M
163897,26,executive/managerial,M
268358,28,college/grad student,M
172691,27,technician/engineer,M
188824,29,self-employed,F
260295,43,sales/marketing,M
149772,26,self-employed,M
220030,27,homemaker,M
79885,27,college/grad student,M
4278,26,college/grad student,F
90299,34,K-12 student,M
276693,32,scientist,F
131175,26,homemaker,F
140128,26,homemaker,F
31360,18,K-12 student,M
258669,19,other or not specified,M
60428,29,executive/managerial,F
190542,33,scientist,M
178653,26,self-employed,M
208475,29,artist,M
179343,20,college/grad student,M
103009,21,technician/engineer,M
183841,26,sales/marketing,M
53402,33,college/grad student,M
118103,33,executive/managerial,F
230780,50,executive/managerial,M
87549,28,college/grad student,F
176191,24,scientist,M
193401,28,college/grad student,M
199258,33,executive/managerial,M
138541,48,technician/engineer,M
176596,32,unemployed,M
145490,25,technician/engineer,M
73027,30,self-employed,M
183745,27,clerical/admin,M
86390,30,sales/marketing,M
207490,30,sales/marketing,M
105185,29,college/grad student,M
156926,33,college/grad student,M
161531,25,scientist,F
249196,29,homemaker,F
296019,32,executive/managerial,F
150533,29,self-employed,F
29693,44,sales/marketing,M
21197,29,tradesman/craftsman,M
128799,27,college/grad student,M
47481,30,other or not specified,M
241795,26,self-employed,F
31894,31,self-employed,M
26379,27,college/grad student,M
281786,29,artist,M
266877,25,executive/managerial,M
281106,32,executive/managerial,F
118430,31,executive/managerial,M
88253,31,other or not specified,M
295821,32,college/grad student,F
219382,34,executive/managerial,M
21744,27,other or not specified,M
268137,29,college/grad student,F
124139,18,college/grad student,F
10358,25,other or not specified,F
24537,30,sales/marketing,M
56657,25,executive/managerial,M
100980,22,sales/marketing,M
2860,23,sales/marketing,M
24877,26,self-employed,M
96993,28,executive/managerial,M
150853,14,K-12 student,M
157219,30,executive/managerial,M
245631,25,artist,M
48410,30,sales/marketing,M
15218,30,college/grad student,F
143904,25,college/grad student,M
14070,30,sales/marketing,F
112994,27,scientist,M
64306,22,scientist,M
174803,25,K-12 student,M
145191,32,technician/engineer,F
239806,32,customer service,M
290271,62,academic/educator,M
201364,29,executive/managerial,M
42618,29,college/grad student,M
239192,25,executive/managerial,M
166197,31,self-employed,M
164529,31,college/grad student,M
279582,52,academic/educator,F
33585,30,executive/managerial,M
79197,19,sales/marketing,M
61033,24,homemaker,M
296805,31,other or not specified,F
24682,25,executive/managerial,M
76058,33,scientist,M
42231,29,executive/managerial,M
201100,28,college/grad student,M
299923,26,sales/marketing,M
207299,25,sales/marketing,M
44085,18,customer service,M
80614,34,K-12 student,M
126531,27,college/grad student,M
41789,25,other or not specified,M
105169,28,college/grad student,M
94391,32,executive/managerial,M
80723,18,K-12 student,M
97353,26,college/grad student,M
194757,42,executive/managerial,M
52900,27,scientist,M
187756,31,college/grad student,M
274150,32,executive/managerial,M
48129,31,executive/managerial,M
236553,34,other or not specified,M
178398,32,scientist,M
293067,32,college/grad student,M
81803,27,college/grad student,M
8173,33,sales/marketing,M
11201,33,other or not specified,M
134576,25,other or not specified,M
223390,27,unemployed,M
294963,20,college/grad student,M
173997,25,scientist,M
272215,33,executive/managerial,M
31827,33,college/grad student,M
56451,29,clerical/admin,M
226034,25,scientist,M
78797,21,college/grad student,M
189638,28,college/grad student,M
258714,34,college/grad student,M
207573,31,sales/marketing,F
267812,22,scientist,M
177574,34,retired,F
170923,32,self-employed,M
221030,31,college/grad student,F
270100,31,executive/managerial,M
250058,26,scientist,M
265631,27,other or not specified,M
252948,40,executive/managerial,F
55644,25,academic/educator,F
257616,28,executive/managerial,M
275968,43,technician/engineer,M
170072,30,college/grad student,M
70797,27,college/grad student,M
75903,32,sales/marketing,M
254675,28,executive/managerial,M
50952,34,scientist,M
230673,31,scientist,F
181664,31,sales/marketing,M
6491,26,college/grad student,M
245000,32,self-employed,M
104745,27,other or not specified,M
196057,25,K-12 student,M
152637,28,academic/educator,M
145607,41,other or not specified,F
242702,33,college/grad student,M
144654,18,sales/marketing,M
28465,32,executive/managerial,F
111377,29,scientist,M
163750,34,executive/managerial,M
185433,30,other or not specified,M
227816,25,sales/marketing,F
263941,28,lawyer,M
109644,28,scientist,M
59082,25,scientist,M
281766,34,college/grad student,M
114058,25,executive/managerial,M
153158,28,sales/marketing,M
158054,51,academic/educator,F
104374,33,self-employed,M
240931,28,scientist,M
257032,21,K-12 student,M
292310,30,scientist,M
47293,29,self-employed,F
283376,18,other or not specified,M
213939,25,executive/managerial,M
32387,34,other or not specified,M
274470,34,technician/engineer,M
22579,34,college/grad student,M
141830,25,college/grad student,F
211898,90,writer,M
83533,33,executive/managerial,M
67089,34,executive/managerial,M
294497,27,programmer,M
16026,32,college/grad student,M
263897,21,K-12 student,M
259362,34,executive/managerial,M
102757,26,retired,F
161505,34,self-employed,M
169265,25,scientist,M
70836,28,executive/managerial,M
69640,23,sales/marketing,M
79878,29,college/grad student,M
12813,26,executive/managerial,M
230472,18,homemaker,F
14781,25,college/grad student,M
123325,27,scientist,M
42064,32,college/grad student,F
15673,18,sales/marketing,M
209672,25,artist,F
148751,28,sales/marketing,M
35339,44,scientist,M
250305,34,college/grad student,M
123927,28,executive/managerial,M
30175,27,sales/marketing,F
237557,33,sales/marketing,M
105749,25,executive/managerial,M
153204,30,college/grad student,M
135703,30,artist,F
284878,29,other or not specified,F
66681,34,sales/marketing,M
18225,27,college/grad student,M
211762,26,college/grad student,M
273722,33,college/grad student,M
99514,27,self-employed,M
251359,26,academic/educator,F
18477,31,executive/managerial,M
162902,28,executive/managerial,M
140707,27,college/grad student,M
298101,30,executive/managerial,M
203678,34,college/grad student,M
133996,34,executive/managerial,M
257782,27,scientist,F
108854,27,college/grad student,M
19791,32,academic/educator,M
144914,22,college/grad student,F
278026,34,other or not specified,M
47811,34,college/grad student,M
211549,32,academic/educator,F
293398,18,scientist,M
11139,27,self-employed,F
198654,28,self-employed,F
114930,27,college/grad student,M
155933,33,college/grad student,M
205588,29,academic/educator,F
299169,20,college/grad student,M
94989,31,academic/educator,M
150102,30,unemployed,F
86678,34,college/grad student,F
94744,40,clerical/admin,F
153144,34,college/grad student,M
194322,34,college/grad student,M
176839,29,scientist,M
191329,27,executive/managerial,M
51887,26,college/grad student,F
100441,28,scientist,M
90563,34,academic/educator,F
76420,32,sales/marketing,M
107813,28,college/grad student,M
212151,25,scientist,F
219507,29,college/grad student,M
36794,26,self-employed,M
201291,31,doctor/health care,M
14853,29,homemaker,M
293555,22,sales/marketing,M
62124,35,tradesman/craftsman,M
26041,29,self-employed,M
221437,33,academic/educator,M
114787,18,sales/marketing,M
63539,29,executive/managerial,M
207233,30,technician/engineer,M
250900,23,sales/marketing,M
103616,34,self-employed,M
92307,32,other or not specified,M
86664,28,college/grad student,F
170535,28,executive/managerial,M
9496,25,sales/marketing,M
87142,31,scientist,M
145730,26,K-12 student,M
167142,28,college/grad student,M
145887,25,executive/managerial,M
252706,27,K-12 student,M
172600,23,executive/managerial,M
99621,33,college/grad student,M
278541,34,executive/managerial,M
119309,21,homemaker,M
137454,32,college/grad student,M
850,33,college/grad student,M
61168,50,writer,M
261111,28,college/grad student,M
39090,30,scientist,M
15038,30,college/grad student,M
123801,26,clerical/admin,F
147028,26,college/grad student,M
17489,33,sales/marketing,M
199469,74,retired,F
160812,31,executive/managerial,M
271053,27,clerical/admin,M
180841,28,sales/marketing,M
273433,35,academic/educator,M
247347,27,executive/managerial,M
143438,20,college/grad student,M
247430,28,executive/managerial,M
108084,28,K-12 student,M
299561,27,executive/managerial,M
26527,34,executive/managerial,M
248341,31,scientist,M
30634,25,unemployed,M
221664,27,sales/marketing,M
203777,27,self-employed,M
169969,29,self-employed,F
273369,32,sales/marketing,M
240501,32,sales/marketing,M
103111,34,scientist,M
265256,28,executive/managerial,M
180142,29,programmer,M
290676,29,other or not specified,M
111608,33,executive/managerial,M
226661,30,college/grad student,M
229694,32,sales/marketing,M
235431,25,executive/managerial,M
92407,33,scientist,M
70411,28,college/grad student,M
7048,28,executive/managerial,M
159908,28,self-employed,F
161626,31,college/grad student,M
239531,26,scientist,M
106385,25,executive/managerial,M
82035,34,college/grad student,M
281566,26,homemaker,M
969,36,sales/marketing,M
286920,58,retired,F
288269,31,other or not specified,M
126643,31,executive/managerial,M
234115,28,college/grad student,M
92475,46,other or not specified,F
225856,27,technician/engineer,M
152021,30,executive/managerial,M
292757,26,executive/managerial,M
83466,28,self-employed,F
122920,27,college/grad student,F
8088,31,executive/managerial,F
87375,25,college/grad student,F
159530,38,self-employed,M
149670,28,college/grad student,M
87018,18,K-12 student,F
170775,32,executive/managerial,M
119573,33,college/grad student,M
57023,19,self-employed,M
104876,34,clerical/admin,M
217885,26,college/grad student,F
269086,27,college/grad student,M
277941,14,sales/marketing,F
251313,28,other or not specified,M
163788,28,scientist,M
295833,64,retired,F
235130,32,sales/marketing,M
35300,31,executive/managerial,M
33962,30,other or not specified,M
171407,32,executive/managerial,M
232228,32,college/grad student,M
200694,32,self-employed,F
194242,31,sales/marketing,M
275685,55,executive/managerial,M
233227,27,sales/marketing,M
212096,30,K-12 student,M
265018,29,college/grad student,M
2186,33,clerical/admin,M
201397,31,executive/managerial,M
271543,32,self-employed,M
281327,21,sales/marketing,M
126118,33,lawyer,M
155678,26,college/grad student,M
112618,25,college/grad student,M
30275,27,college/grad student,M
62444,25,executive/managerial,M
163524,31,college/grad student,M
129275,30,college/grad student,F
120468,29,executive/managerial,M
66754,27,homemaker,M
236040,29,college/grad student,F
245013,28,college/grad student,M
226739,30,college/grad student,M
295757,27,executive/managerial,M
80555,27,college/grad student,M
2227,23,college/grad student,M
267543,27,artist,M
113180,21,K-12 student,M
298951,28,other or not specified,M
83304,29,technician/engineer,M
13710,23,scientist,M
246983,28,sales/marketing,M
197509,18,K-12 student,M
213194,32,other or not specified,M
175494,25,self-employed,M
178346,31,college/grad student,M
60000,28,college/grad student,M
125479,33,executive/managerial,M
151118,29,academic/educator,F
273235,31,scientist,M
190428,32,college/grad student,M
206945,30,executive/managerial,M
243270,17,K-12 student,M
123124,28,executive/managerial,F
116142,28,college/grad student,M
89433,29,homemaker,M
71763,31,college/grad student,M
289661,26,technician/engineer,M
178044,30,executive/managerial,M
248201,32,executive/managerial,M
75793,34,executive/managerial,M
79983,32,homemaker,M
31605,30,college/grad student,F
79865,32,executive/managerial,M
67704,28,other or not specified,M
95675,34,college/grad student,M
94653,40,academic/educator,M
151540,25,college/grad student,F
58873,31,college/grad student,M
113991,35,self-employed,M
172961,31,executive/managerial,M
31443,26,executive/managerial,M
179164,27,college/grad student,M
275978,33,retired,F
129125,34,college/grad student,M
90030,34,college/grad student,F
196936,26,scientist,F
165548,29,college/grad student,M
235241,32,sales/marketing,F
265337,29,academic/educator,M
128803,26,artist,M
211668,31,other or not specified,M
200433,30,college/grad student,M
27294,33,programmer,M
62948,27,self-employed,M
173182,31,executive/managerial,M
17538,84,retired,F
79143,34,sales/marketing,F
153776,40,executive/managerial,F
30296,25,executive/managerial,M
137187,28,executive/managerial,M
29680,27,executive/managerial,M
196736,22,artist,M
264989,25,retired,M
23292,31,technician/engineer,M
293977,55,executive/managerial,F
106636,33,executive/managerial,M
286763,27,executive/managerial,M
70960,26,executive/managerial,M
198015,29,college/grad student,M
113899,30,scientist,M
287938,28,sales/marketing,M
246674,31,college/grad student,M
31547,34,other or not specified,M
269036,29,executive/managerial,M
32361,27,college/grad student,M
23866,42,artist,F
255643,30,technician/engineer,M
244380,42,homemaker,M
233328,30,college/grad student,M
233990,33,college/grad student,M
76152,26,sales/marketing,M
33263,32,college/grad student,M
208615,14,K-12 student,M
22174,34,college/grad student,M
263445,29,scientist,M
208293,25,self-employed,F
287785,28,executive/managerial,F
98469,29,college/grad student,M
161864,32,college/grad student,M
142939,31,other or not specified,M
195819,33,self-employed,M
48604,28,college/grad student,M
75866,29,college/grad student,M
180221,27,college/grad student,M
160257,26,college/grad student,M
81628,22,sales/marketing,M
227108,31,executive/managerial,M
244734,27,scientist,M
223552,32,clerical/admin,M
243643,32,college/grad student,M
48643,34,scientist,F
96101,30,college/grad student,F
215628,29,college/grad student,F
13037,25,executive/managerial,M
247738,25,college/grad student,M
299557,18,K-12 student,M
9387,18,other or not specified,F
88581,51,programmer,M
228182,31,scientist,M
295296,25,K-12 student,M
135505,34,sales/marketing,M
261657,26,college/grad student,F
87869,33,homemaker,F
80644,28,executive/managerial,M
236326,21,K-12 student,M
28499,33,college/grad student,M
270032,21,homemaker,M
133224,34,college/grad student,F
101736,18,K-12 student,F
65647,27,college/grad student,F
121992,27,K-12 student,M
118730,25,technician/engineer,M
176212,33,sales/marketing,M
168142,27,executive/managerial,M
16130,18,K-12 student,M
233933,26,college/grad student,M
300702,26,other or not specified,M
67845,27,sales/marketing,M
277578,31,scientist,M
214872,33,sales/marketing,M
10437,34,clerical/admin,F
50665,32,other or not specified,M
147735,34,programmer,M
160328,26,college/grad student,M
178598,26,tradesman/craftsman,M
123849,31,college/grad student,M
163268,33,sales/marketing,M
83288,28,other or not specified,M
18204,25,self-employed,M
271628,28,other or not specified,M
211263,32,executive/managerial,M
180952,34,sales/marketing,M
212492,32,sales/marketing,M
262988,29,sales/marketing,M
30423,26,college/grad student,M
10159,25,sales/marketing,M
115213,15,homemaker,F
107038,30,other or not specified,F
102790,27,college/grad student,M
253867,30,sales/marketing,M
118957,34,executive/managerial,M
66706,27,college/grad student,M
50487,19,sales/marketing,M
268237,27,executive/managerial,M
149846,25,executive/managerial,M
229799,25,college/grad student,M
279738,33,executive/managerial,M
266780,30,college/grad student,M
228045,33,executive/managerial,M
277681,27,sales/marketing,F
292082,26,executive/managerial,M
28862,33,other or not specified,M
172807,26,executive/managerial,M
133216,27,college/grad student,M
